SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,Churn
0,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2,29.05,No
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35,86.45,Yes
0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,46,70.6,No
0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54,97.2,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56,98.25,Yes
0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),9,75.75,Yes
0,No,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20,59.2,No
0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,11,75.9,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30,90.05,No
0,Yes,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68,70.95,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,38,102.6,No
1,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),17,85.35,Yes
0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48,106.1,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,43.8,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,63,59.0,No
0,No,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3,69.95,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),48,24.35,No
0,No,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),66,29.45,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),68,84.4,No
1,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,45.05,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,7,20.65,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,87.1,No
0,Yes,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,29,19.85,No
0,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37,90.35,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,34,109.8,Yes
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,42,84.65,Yes
0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59,65.5,No
0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),11,79.5,Yes
1,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60,80.95,No
0,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,27,56.15,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,1,85.8,Yes
1,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.1,Yes
0,Yes,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,17,34.4,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,58,20.75,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,1,18.8,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,44.3,Yes
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,53,90.8,No
0,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35,25.6,No
0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50,105.95,Yes
0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),68,70.8,No
0,Yes,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,47,25.4,No
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65,108.8,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5,69.75,Yes
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51,94.65,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46,96.05,Yes
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,76.85,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,8,20.25,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),14,24.8,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45,115.65,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),8,74.6,No
1,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,50.15,Yes
0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66,103.15,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72,72.1,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41,113.6,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23,25.1,No
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,29,78.9,Yes
0,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,80.15,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,6,25.4,No
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67,105.4,No
1,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,45.75,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,56,24.45,No
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),72,25.0,No
0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,85.25,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23,19.6,No
0,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,35,50.15,No
1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27,70.55,No
0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,26,60.05,Yes
0,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,12,26.4,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,40,20.15,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,7,58.85,No
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70,97.55,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),60,19.65,No
0,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39,25.25,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,114.45,No
0,No,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,34.7,Yes
0,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,54,70.7,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,85.3,Yes
0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63,75.55,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71,84.8,No
0,No,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,42,20.65,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),47,20.45,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),66,102.45,Yes
0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,104.4,Yes
0,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,11,35.65,No
0,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,99.75,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,55,90.45,No
0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69,97.65,No
1,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,3,73.85,No
0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,74.4,Yes
1,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),30,69.1,No
0,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,5,82.75,No
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),71,24.4,No
0,No,No,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,29,55.25,No
0,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52,61.35,No
0,No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),68,76.75,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,46,19.4,No
0,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),8,54.75,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),72,19.7,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),17,19.9,No
0,No,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3,107.95,No
1,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2,83.8,No
0,No,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),9,74.25,Yes
0,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),51,56.4,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,6,20.1,No
0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,3,94.9,No
1,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,94.2,No
0,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,30,49.9,No
0,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,31,71.05,No
0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),45,81.65,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),64,89.45,No
0,No,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,59.85,Yes
1,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.6,Yes
1,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,61,99.0,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.05,No
0,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9,45.4,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,114.45,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.5,Yes
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,44.25,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),66,90.55,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40,20.4,No
0,No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),16,71.4,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2,87.15,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),67,24.85,No
0,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),41,104.45,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56,19.8,No
0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,116.45,No
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3,84.75,Yes
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),54,20.05,No
1,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52,110.75,No
0,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50,89.7,No
0,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,14,89.95,Yes
0,Yes,No,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),27,48.7,No
1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72,96.6,No
0,No,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),62,74.3,No
0,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,12,54.3,No
1,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),44,74.85,No
0,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),54,79.95,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),68,20.05,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20,19.4,No
0,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),50,54.9,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58,24.45,No
0,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35,89.65,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,45.4,No
0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,63,75.7,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),58,110.65,No
0,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,27,20.55,No
0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,115.15,No
0,No,No,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),63,58.55,No
0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71,93.25,No
1,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41,113.2,Yes
1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,90.5,Yes
0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,2,79.0,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68,19.35,No
0,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,48.75,No
1,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,65,109.05,No
1,Yes,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),72,25.0,No
0,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),28,54.9,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),72,24.75,No
0,No,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,91.15,No
0,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18,20.15,Yes
1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,60,104.35,No
1,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,26,66.05,No
0,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.65,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,20.35,Yes
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68,92.2,No
0,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38,84.25,Yes
1,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42,105.2,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),57,19.6,No
0,Yes,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54,30.4,No
0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),12,78.1,Yes
0,Yes,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,44,61.5,No
0,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42,69.4,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72,24.75,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,71,91.05,No
0,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,19,89.65,Yes
0,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23,73.65,No
0,No,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),30,19.4,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),35,26.2,No
0,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,98.7,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,43.85,No
0,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,22,69.7,No
0,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,7,38.55,No
0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,36,53.1,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,34,20.65,No
0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),72,64.45,No
0,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),36,25.1,No
0,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,76.35,Yes
0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,23,79.15,Yes
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32,85.0,Yes
0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71,95.15,No
1,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,23,79.35,No
0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),17,96.65,No
0,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,75.5,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,12,19.7,No
0,Yes,No,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),72,20.5,No
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.2,No
1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),72,98.35,No
0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60,74.35,No
0,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),61,51.35,No
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,45.65,No
1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,32,85.3,Yes
0,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31,86.55,Yes
0,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19,73.85,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72,20.3,No
0,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32,54.2,No
0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65,90.65,No
0,Yes,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45,50.9,No
0,No,No,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,42,25.05,No
0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,8,74.85,No
0,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,32,20.5,No
1,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,22,63.55,No
1,Yes,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57,44.85,Yes
0,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,47.95,No
1,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,45.1,Yes
0,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.0,No
0,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24,96.0,Yes
0,No,No,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,20.05,Yes
1,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,54,90.05,No
0,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),4,25.3,No
0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65,108.65,Yes
0,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,56,24.3,No
0,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45,75.95,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),71,19.7,No
0,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),59,66.4,No
0,No,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69,35.75,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,19,18.8,No
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),55,19.4,No
0,No,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,38,19.3,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10,45.55,Yes
1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),47,67.45,No
0,Yes,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,35.1,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,46.2,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,45.15,Yes
1,No,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,43.3,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,46,20.1,No
1,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38,57.15,Yes
0,Yes,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65,58.9,No
0,Yes,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,19,73.2,Yes
0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52,85.35,Yes
0,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,71,19.45,No
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.95,Yes
1,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,52,50.5,No
0,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,6,25.1,No
1,Yes,No,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,26,60.7,No
1,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,48,99.0,No
0,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64,104.4,No
0,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,3,83.75,Yes
0,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,44.05,No
